PlateID,Row,Column,Organism,Species,Genotype,Tissue,Comments,P1,P2,Field,Weather,Breeder,Flower
76,B,9,Cucumber,Cucumis sativus,P76B09,leaf,WI7769_F2:3_039,Sire160,Dam160,Farm114,Sunny,Josue,Yellow
76,C,9,Cucumber,Cucumis sativus,P76C09,leaf,WI7769_F2:3_064,Sire161,Dam161,Farm115,Sunny,Josue,Green
76,D,9,Cucumber,Cucumis sativus,P76D09,leaf,WI7769_F2:3_097,Sire162,Dam162,Farm116,Sunny,Josue,Blue
76,E,9,Cucumber,Cucumis sativus,P76E09,leaf,WI7769_F2:3_116,Sire163,Dam163,Farm117,Sunny,Josue,Yellow
76,F,9,Cucumber,Cucumis sativus,P76F09,leaf,WI7769_F2:3_140,Sire164,Dam164,Farm118,Sunny,Josue,Green
76,G,9,Cucumber,Cucumis sativus,P76G09,leaf,WI7769_F2:3_224,Sire165,Dam165,Farm119,Sunny,Josue,Blue
76,H,9,Cucumber,Cucumis sativus,P76H09,leaf,WI7769_F2:3_244,Sire166,Dam166,Farm120,Sunny,Josue,Yellow
76,A,10,Cucumber,Cucumis sativus,P76A10,leaf,WI7769_F2:3_016,Sire167,Dam167,Farm121,Sunny,Josue,Green
76,B,10,Cucumber,Cucumis sativus,P76B10,leaf,WI7769_F2:3_041,Sire168,Dam168,Farm122,Sunny,Josue,Blue
76,C,10,Cucumber,Cucumis sativus,P76C10,leaf,WI7769_F2:3_067,Sire169,Dam169,Farm123,Sunny,Josue,Yellow
76,D,10,Cucumber,Cucumis sativus,P76D10,leaf,WI7769_F2:3_100,Sire170,Dam170,Farm124,Sunny,Josue,Green
76,E,10,Cucumber,Cucumis sativus,P76E10,leaf,WI7769_F2:3_120,Sire171,Dam171,Farm125,Sunny,Josue,Blue
76,F,10,Cucumber,Cucumis sativus,P76F10,leaf,WI7769_F2:3_204,Sire172,Dam172,Farm126,Sunny,Josue,Yellow
76,G,10,Cucumber,Cucumis sativus,P76G10,leaf,WI7769_F2:3_226,Sire173,Dam173,Farm127,Sunny,Josue,Green
76,H,10,Cucumber,Cucumis sativus,P76H10,leaf,PT108-2,Sire174,Dam174,Farm128,Sunny,Josue,Blue
76,A,11,Cucumber,Cucumis sativus,P76A11,leaf,WI7769_F2:3_018,Sire175,Dam175,Farm129,Sunny,Josue,Yellow
76,B,11,Cucumber,Cucumis sativus,P76B11,leaf,WI7769_F2:3_042,Sire176,Dam176,Farm130,Sunny,Josue,Green
76,C,11,Cucumber,Cucumis sativus,P76C11,leaf,WI7769_F2:3_071,Sire177,Dam177,Farm131,Sunny,Josue,Blue
76,D,11,Cucumber,Cucumis sativus,P76D11,leaf,WI7769_F2:3_101,Sire178,Dam178,Farm132,Sunny,Josue,Yellow
76,E,11,Cucumber,Cucumis sativus,P76E11,leaf,WI7769_F2:3_121,Sire179,Dam179,Farm133,Sunny,Josue,Green
76,F,11,Cucumber,Cucumis sativus,P76F11,leaf,WI7769_F2:3_206,Sire180,Dam180,Farm134,Sunny,Josue,Blue
76,G,11,Cucumber,Cucumis sativus,P76G11,leaf,WI7769_F2:3_227,Sire181,Dam181,Farm135,Sunny,Josue,Yellow
76,H,11,Cucumber,Cucumis sativus,P76H11,leaf,WI7769HX F1,Sire182,Dam182,Farm136,Sunny,Josue,Green
76,A,12,Cucumber,Cucumis sativus,P76A12,leaf,WI7769_F2:3_023,Sire183,Dam183,Farm137,Sunny,Josue,Blue
76,B,12,Cucumber,Cucumis sativus,P76B12,leaf,WI7769_F2:3_044,Sire184,Dam184,Farm138,Sunny,Josue,Yellow
76,C,12,Cucumber,Cucumis sativus,P76C12,leaf,WI7769_F2:3_072,Sire185,Dam185,Farm139,Sunny,Josue,Green
76,D,12,Cucumber,Cucumis sativus,P76D12,leaf,WI7769_F2:3_102,Sire186,Dam186,Farm140,Sunny,Josue,Blue
76,E,12,Cucumber,Cucumis sativus,P76E12,leaf,WI7769_F2:3_122,Sire187,Dam187,Farm141,Sunny,Josue,Yellow
76,F,12,Cucumber,Cucumis sativus,P76F12,leaf,WI7769_F2:3_209,Sire188,Dam188,Farm142,Sunny,Josue,Green
77,A,1,Cucumber,Cucumis sativus,P77A01,leaf,WI7769HX_F2_007,Sire189,Dam189,Farm143,Sunny,Josue,Blue
77,B,1,Cucumber,Cucumis sativus,P77B01,leaf,WI7769HX_F2_019,Sire190,Dam190,Farm144,Sunny,Josue,Yellow
77,C,1,Cucumber,Cucumis sativus,P77C01,leaf,WI7769HX_F2_031,Sire191,Dam191,Farm145,Sunny,Josue,Green
77,D,1,Cucumber,Cucumis sativus,P77D01,leaf,WI7769HX_F2_043,Sire192,Dam192,Farm146,Sunny,Josue,Blue
77,E,1,Cucumber,Cucumis sativus,P77E01,leaf,WI7769HX_F2_055,Sire193,Dam193,Farm147,Sunny,Josue,Yellow
77,F,1,Cucumber,Cucumis sativus,P77F01,leaf,WI7769HX_F2_067,Sire194,Dam194,Farm148,Sunny,Josue,Green
77,G,1,Cucumber,Cucumis sativus,P77G01,leaf,WI7864_PMF2_029,Sire195,Dam195,Farm149,Sunny,Josue,Blue
77,H,1,Cucumber,Cucumis sativus,P77H01,leaf,WI7864_PMF2_040,Sire196,Dam196,Farm150,Sunny,Josue,Yellow
77,A,2,Cucumber,Cucumis sativus,P77A02,leaf,WI7769HX_F2_008,Sire197,Dam197,Farm151,Sunny,Josue,Green
77,B,2,Cucumber,Cucumis sativus,P77B02,leaf,WI7769HX_F2_020,Sire198,Dam198,Farm152,Sunny,Josue,Blue
77,C,2,Cucumber,Cucumis sativus,P77C02,leaf,WI7769HX_F2_032,Sire199,Dam199,Farm153,Sunny,Josue,Yellow
77,D,2,Cucumber,Cucumis sativus,P77D02,leaf,WI7769HX_F2_044,Sire200,Dam200,Farm154,Sunny,Josue,Green
77,E,2,Cucumber,Cucumis sativus,P77E02,leaf,WI7769HX_F2_056,Sire201,Dam201,Farm155,Sunny,Josue,Blue
77,F,2,Cucumber,Cucumis sativus,P77F02,leaf,WI7769HX_F2_068,Sire202,Dam202,Farm156,Sunny,Josue,Yellow
